X,Y,OBJECTID,Objecttype,Type_velo,Ligging,Straatnaam,Huisnummer,Aanvulling,District,Postcode,Objectcode,Gebruik,Aantal_plaatsen,Naam
491912.392631992,6652358.8840319,85443,VELOSTATION,ENKELZIJDIG,GROENZONE,Oosterveldlaan,24,,Wilrijk,2610,VE_0000323,IN_GEBRUIK,36,323 Sint-Augustinus
496621.124050583,6657509.4344358,85444,VELOSTATION,DUBBELZIJDIG,VOETPAD,Dordrechtlaan,2,,Deurne,2100,VE_0000324,IN_GEBRUIK,24,324 Dordrechtlaan
497667.565495261,6661364.31726975,85445,VELOSTATION,ENKELZIJDIG,PLEIN,Prosper De Witstraat,5,,Deurne,2100,VE_0000329,IN_GEBRUIK,27,329 Prosper de Wit
484936.787978887,6651819.58782798,85446,VELOSTATION,ENKELZIJDIG,GROENZONE,Meerlenhoflaan,32,ingang park,Hoboken,2660,VE_0000330,IN_GEBRUIK,36,330 Meerlenhof
482978.017259085,6652411.11021819,85447,VELOSTATION,DUBBELZIJDIG,GROENZONE,Zaatlaan,6,,Hoboken,2660,VE_0000331,IN_GEBRUIK,36,331 Zaatlaan
488180.025109176,6650965.16236704,85448,VELOSTATION,DUBBELZIJDIG,GROENZONE,Michel Geysemansstraat,10,,Wilrijk,2610,VE_0000332,IN_GEBRUIK,36,332 Valkstraat
494456.862069341,6666428.84785134,85449,VELOSTATION,ENKELZIJDIG,GROENZONE,Frans Adriaenssensstraat,123,joma basisschool,Merksem,2170,VE_0000333,IN_GEBRUIK,30,333 Frans Adriaenssens/Joma
494752.090885436,6665327.28305666,85450,VELOSTATION,ENKELZIJDIG,PARKEERZONE,Speelpleinstraat,,,Merksem,2170,VE_0000335,IN_GEBRUIK,36,335 Speelplein
490356.497657279,6651107.75737819,85451,VELOSTATION,ENKELZIJDIG,PLEIN,Dokter Donnyplein,1,,Wilrijk,2610,VE_0000340,IN_GEBRUIK,36,340 Dokter Donny
499037.530047681,6660269.11858596,85452,VELOSTATION,DUBBELZIJDIG,GROENZONE,August Van de Wielelei,136,,Deurne,2100,VE_0000334,IN_GEBRUIK,36,334 Den Haas
489371.00653582,6652422.27775742,85453,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,Sneeuwbeslaan,,Hoek met Laarstraat,Wilrijk,2610,VE_0000336,IN_GEBRUIK,36,336 Sneeuwbeslaan
484614.055563542,6650323.35369225,85454,VELOSTATION,ENKELZIJDIG,VOETPAD,Verenigde Natieslaan,168,,Hoboken,2660,VE_0000337,IN_GEBRUIK,24,337 Verenigde Naties
482248.696014479,6652379.41420259,85455,VELOSTATION,DUBBELZIJDIG,VOETPAD,Leo Bosschartlaan,,,Hoboken,2660,VE_0000339,BUITEN_GEBRUIK,36,339 't Veer
497648.922013583,6656839.11085414,85456,VELOSTATION,DUBBELZIJDIG,VOETPAD,Eksterlaar,,,Deurne,2100,VE_0000313,IN_GEBRUIK,36,313 Eksterlaar 1
492430.184422819,6651430.47303538,85457,VELOSTATION,DUBBELZIJDIG,MIDDENBERM,Elsdonklaan,31,,Wilrijk,2610,VE_0000315,IN_GEBRUIK,36,Elsdonk
490388.173069964,6651922.02163825,85458,VELOSTATION,DUBBELZIJDIG,GROENZONE,Schaliemolenstraat,2,to 2 od groenzone,Wilrijk,2610,VE_0000319,IN_GEBRUIK,30,319 Schalienmolen
491732.298060516,6662410.77325943,85459,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Kempenstraat,nvt,,,2030,VE_0000128,IN_GEBRUIK,36,128 ZNA Cadix
487955.440148777,6657837.65334879,85460,VELOSTATION,DUBBELZIJDIG,VOETPAD,Jos Smolderenstraat,,,Antwerpen,2000,VE_0000342,IN_GEBRUIK,36,342 Nieuw Zuid
491482.759317221,6662076.15879408,85461,VELOSTATION,DUBBELZIJDIG,GROENZONE,Ellermanstraat,,,Antwerpen,2060,VE_0000164,IN_GEBRUIK,36,164 AP Ellermanstraat
491287.592486482,6661829.16427955,85462,VELOSTATION,DUBBELZIJDIG,PLEIN,Italiëlei,,,Antwerpen,2000,VE_0000167,IN_GEBRUIK,30,167 FOD Financiën 2
490128.385045245,6659994.67127951,85463,VELOSTATION,ENKELZIJDIG,VOETPAD,Schoenmarkt,,,Antwerpen,2000,VE_0000166,IN_GEBRUIK,33,166 Schoenmarkt
492113.71102326,6659920.37642734,85464,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,,Antwerpen,2018,VE_0000171,IN_GEBRUIK,12,171 Centraal station 3
490820.007969575,6661215.06349063,85465,VELOSTATION,DUBBELZIJDIG,VOETPAD,Paardenmarkt,43,,Antwerpen,2000,VE_0000165,IN_GEBRUIK,36,165 Den Roscam
492104.403535102,6659921.166275,85466,VELOSTATION,ENKELZIJDIG,PLEIN,Koningin Astridplein,,,Antwerpen,2018,VE_0000172,IN_GEBRUIK,12,172 Centraal station 4
494855.749214906,6660803.07492525,85467,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,,,"Spoor-Oost, ad fietsenstalling",Borgerhout,2140,VE_0000306,BUITEN_GEBRUIK,36,306 Spoor-Oost
492016.052164742,6663018.2852295,85468,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,,nvt,,Antwerpen,2030,VE_0000175,IN_GEBRUIK,36,175 Asiadok
491671.458771966,6660283.12884671,85469,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Franklin Rooseveltplaats,nvt,,Antwerpen,2060,VE_0000173,IN_GEBRUIK,36,173 Franklin Roosevelt
491644.216079067,6659823.80498907,85470,VELOSTATION,ENKELZIJDIG,VOETPAD,Quellinstraat,8A,,Antwerpen,2018,VE_0000170,IN_GEBRUIK,21,170 Quellin
488708.640478318,6661162.40021437,85471,VELOSTATION,ENKELZIJDIG,VOETPAD,Thonetlaan,nvt,nvt,Antwerpen,2050,VE_0000183,IN_GEBRUIK,36,Veer LO
485329.923550814,6660197.209019,85472,VELOSTATION,DUBBELZIJDIG,GROENZONE,Katwilgweg,2,,Antwerpen,2050,VE_0000182,IN_GEBRUIK,36,Mediahuis
484323.91254654,6660193.67499433,85473,VELOSTATION,DUBBELZIJDIG,,Blancefloerlaan,500,in parkeergebouw,Antwerpen,2050,VE_0000180,IN_GEBRUIK,36,P&R LO 1
493037.002023285,6651564.05689139,85474,VELOSTATION,ENKELZIJDIG,GROENZONE,De Burletlaan,111,,Wilrijk,2610,VE_0000318,IN_GEBRUIK,33,De Burlet
494461.141626986,6667138.83876809,85475,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Kwadeveldenplein,nvt,,Merksem,2170,VE_0000185,IN_GEBRUIK,30,Kwadevelden
495705.551751715,6667047.86300552,85476,VELOSTATION,DUBBELZIJDIG,GROENZONE,Lange Bremstraat,,,Merksem,2170,VE_0000184,IN_GEBRUIK,36,Jan Palfijn
485839.946553827,6659940.00044798,85477,VELOSTATION,DUBBELZIJDIG,VOETGANGERSZONE,Kielzoglaan,thv 23,,Antwerpen,2050,VE_0000188,IN_GEBRUIK,30,Regatta 2
492985.194104584,6659070.34172008,85478,VELOSTATION,DUBBELZIJDIG,PARKEERZONE,Borgerhoutsestraat,67,,Borgerhout,2140,VE_0000179,IN_GEBRUIK,30,Den Bleek
488734.178228591,6650149.66112151,85479,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Krijgslaan,240,,Wilrijk,2610,VE_0000187,IN_GEBRUIK,30,Krijgslaan
489837.99170509,6650271.36695081,85480,VELOSTATION,ENKELZIJDIG,VOETGANGERSZONE,Krijgslaan,9,,Wilrijk,2610,VE_0000186,IN_GEBRUIK,36,Universiteitsplein
490041.181155352,6655624.47943689,85481,VELOSTATION,DUBBELZIJDIG,GROENZONE,Jan Van Rijswijcklaan,,,Antwerpen,2018,VE_0000190,IN_GEBRUIK,36,de Singel 2
